timestamp,seed,draw,random_state,mean_type,loglik,AIC,BIC,success,status,param_p0,param_n0,param_rho_p,param_rho_n,param_phi_p,param_phi_n,param_sigma_p,param_sigma_n,param_c,param_rho_1,param_phi_1,param_rho_2,param_phi_2,stored_loglik,stored_AIC,stored_BIC
2026-06-07T22:44:31,51,11,510011,"ARX(1,1)",-172.037475507769,366.074951015538,403.1519693249423,True,0,0.922893650616102,0.0377392188884778,0.6056584414316241,0.2681372927478971,0.1341611562048351,0.7090022615401391,0.2364174583351205,0.5528319916131087,0.1096832094869301,0.2659581776524101,0.6946020983497033,,,-172.03747550778576,366.0749510155715,403.1519693249758
2026-06-07T22:46:26,51,12,510012,"ARX(1,1)",-172.03784383527756,366.0756876705551,403.1527059799594,True,0,0.968541820178199,0.0382395084140921,0.591651023854453,0.2701807877072791,0.1426359888592903,0.7064342112214197,0.2343289837527385,0.5598324828907654,0.1100857015146911,0.2647620139355477,0.6949351903375343,,,-172.03784380836242,366.0756876167249,403.1527059261292
2026-06-07T22:48:35,51,13,510013,"ARX(1,1)",-172.03684403135549,366.07368806271097,403.1507063721153,True,0,0.934046079094,0.0381811214094832,0.6022544393315987,0.2680224008279701,0.1364806064197017,0.7086532293374112,0.2358861610795585,0.5568570852948997,0.1097794730806362,0.2669311966477443,0.6931635927762155,,,-172.0368440396573,366.0736880793146,403.1507063887189
2026-06-07T22:50:29,51,14,510014,"ARX(1,1)",-171.38602533021617,364.77205066043234,401.84906896983665,True,0,0.0547002987469692,0.0228874518433724,0.9472107568167624,0.2599092827999094,0.0231875238737829,0.7283090668005211,0.3200370861357523,0.4818965778097667,0.1196517704904481,0.2187926366034719,0.7660326465173911,,,-171.38602532900967,364.77205065801934,401.8490689674237
2026-06-07T22:52:18,51,15,510015,"ARX(1,1)",-172.036882637212,366.073765274424,403.1507835838283,True,0,0.9278939916680148,0.0376132636386981,0.6043883119695854,0.2704232156684384,0.1360083980333823,0.7067244870820306,0.2358769437320828,0.5561282233106329,0.1095136185819755,0.2656974104587835,0.6951165261867324,,,-172.03688263748944,366.0737652749789,403.1507835843832
2026-06-07T22:54:16,51,16,510016,"ARX(1,1)",-171.32576448479404,364.65152896958807,401.7285472789924,True,0,0.0577565658981458,0.0140409390406524,0.946160106358947,0.2544285680349837,0.022919262943762,0.7388451132149302,0.3099151266298737,0.4415324847798544,0.124116686709268,0.2320303905100965,0.7426768992004104,,,-171.32576445978793,364.6515289195759,401.7285472289802
2026-06-07T22:57:07,51,17,510017,"ARX(1,1)",-172.0365153751324,366.0730307502648,403.15004905966913,True,0,0.938353727932028,0.0375424015980423,0.6008133564454581,0.2696044847998163,0.137663405406238,0.7076073312724829,0.2355882584143862,0.5552124780923916,0.1100121274562627,0.265662724925039,0.6944007790435875,,,-172.0365153752466,366.0730307504932,403.1500490598975
2026-06-07T22:59:49,51,18,510018,"ARX(1,1)",-171.82615281016902,365.65230562033804,402.72932392974235,True,0,0.0917104807877279,0.0011372732052605,0.925309745700216,0.1804569320313178,0.029432713888743,0.8190250026086293,0.2952520906742455,0.3995368059690835,0.1244998153517672,0.2571872859115063,0.7064590454659221,,,-171.82615276259202,365.652305525184,402.72932383458834
2026-06-07T23:02:24,51,19,510019,"ARX(1,1)",-171.31234389953147,364.62468779906294,401.70170610846725,True,0,0.0576114415793373,0.0013327181932554,0.9448345235891806,0.2564888744267278,0.0236462933567895,0.7428974515133745,0.3134191171586519,0.4224160924768091,0.1231814531580004,0.2273273019777771,0.7480063499593915,,,-171.31234389946138,364.6246877989228,401.7017061083271
2026-06-07T23:06:22,51,20,510020,"ARX(1,1)",-171.5314502840614,365.0629005681228,402.1399188775271,True,0,0.0830758810800933,0.0246705371677799,0.9292195612339452,0.2800176966337258,0.0298391070263681,0.7067682724832886,0.3044234578161931,0.4972642955911953,0.0996888238921666,0.2412986413411728,0.7596012019193614,,,-171.53144986344503,365.06289972689007,402.1399180362944
2026-06-07T23:11:04,51,21,510021,"ARX(1,1)",-172.03714499229855,366.0742899845971,403.1513082940014,True,0,0.96206833785636,0.0379935702764908,0.5929769996114467,0.2690539239680127,0.1422764677857297,0.7078400871711322,0.2347385268965828,0.5573990973246069,0.1104854073964264,0.264791682329971,0.6944413064361553,,,-172.0371449925479,366.0742899850958,403.1513082945001
2026-06-07T23:12:21,51,22,510022,"ARX(1,1)",-172.0496320824475,366.099264164895,403.1762824742993,True,0,1.0051873058523455,0.0398425479555851,0.5824273478592249,0.2710286387244278,0.1480343649806539,0.7041019102208501,0.2322561370778501,0.5749027706148536,0.1088909271473353,0.2615880159172002,0.6997132486343414,,,-172.0496320824724,366.0992641649448,403.17628247434914
2026-06-07T23:14:42,51,23,510023,"ARX(1,1)",-172.03671143870116,366.0734228774023,403.15044118680663,True,0,0.939242120938268,0.0380624682522632,0.6007393750668818,0.2706418936362952,0.1373756108933773,0.7062093990936482,0.2355351821956861,0.5575782282063387,0.1092115874751621,0.2654210892412683,0.6956048234827861,,,-172.036711438956,366.073422877912,403.1504411873163
2026-06-07T23:16:23,51,24,510024,"ARX(1,1)",-171.31233013056772,364.62466026113543,401.70167857053974,True,0,0.0575639514585732,0.0012022013005034,0.9448495993076806,0.2565686690011539,0.0236464851514908,0.7428772387649709,0.313435507382357,0.4226502370135717,0.1231949393598559,0.2271141179308172,0.7482360566183526,,,-171.31233013062752,364.62466026125503,401.70167857065934
2026-06-07T23:18:34,51,25,510025,"ARX(1,1)",-172.03682518974156,366.0736503794831,403.15066868888744,True,0,0.9434107544704337,0.0373457769322975,0.5973539583522031,0.2698314241252183,0.1398634276003289,0.7074357398489276,0.2361341748626373,0.5566932211458543,0.109508168923747,0.2659203955704401,0.6944827628938164,,,-172.03682518884116,366.0736503776823,403.1506686870866
2026-06-07T23:20:34,51,26,510026,"ARX(1,1)",-171.3932870994376,364.7865741988752,401.8635925082795,True,0,0.0579471533586967,0.0253307060609171,0.945606322596292,0.2719875337246213,0.0236349855887445,0.7143682307472112,0.3160829404099555,0.5004412682773747,0.1207875689077758,0.2205075228049675,0.7616700035393281,,,-171.39328710511234,364.7865742102247,401.863592519629
2026-06-07T23:22:50,51,27,510027,"ARX(1,1)",-171.44641282165736,364.8928256433147,401.96984395271903,True,0,0.0581908649501903,0.0400596403301953,0.9475425107094684,0.2767999854731944,0.022175220497121,0.7017009901421599,0.3096705840545088,0.4845802535376348,0.1174181588466313,0.2328808659932234,0.747290226208693,,,-171.4464128198269,364.8928256396538,401.9698439490581
2026-06-07T23:24:32,51,28,510028,"ARX(1,1)",-172.03662542029872,366.07325084059744,403.15026915000175,True,0,0.9466700000801646,0.0378194298240655,0.5985615225881652,0.2694240613231089,0.1393597056334162,0.7076208181010197,0.2350249760728947,0.5572272787807944,0.1093881191136394,0.2657551844649569,0.6949687299618583,,,-172.03662542124903,366.07325084249806,403.1502691519024
